Unnamed: 0_x,uuid,age,age_group,gender,dem_has_children,country,country_code,Unnamed: 0_y,rural,Unnamed: 0_x,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,dem_education_level,dem_full_time_job,normalized_job_code,Unnamed: 0_y,job_name
2699,d220c530-daa0-0133-2b51-0a81e8b09a82,45 years old,40_65,Female,yes,Spain,ES,2699,city,2699,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It is impossible to finance | It increases dependence on the state | It might encourage people to stop working | Only the people who need it most should get something from the state,medium,yes,a003702c0cea282e17967772dd83de5e,9,data security analyst
2700,e259ff90-da36-0133-7a06-0a81e8b09a82,59 years old,40_65,Male,no,Spain,ES,2700,city,2700,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,high,yes,f5bc91b67dc30ad204158092116c4ed2,96,clinical data manager
2701,b94d5e70-da51-0133-f092-0a81e8b09a82,46 years old,40_65,Male,yes,Spain,ES,2701,urban,2701,I understand it fully,I would probably vote against it,‰Û_ work less,It reduces anxiety about financing basic needs,It might encourage people to stop working,high,yes,f5bc91b67dc30ad204158092116c4ed2,96,clinical data manager
2702,f6060370-dbaf-0133-b722-0a81e8b09a82,48 years old,40_65,Female,yes,Spain,ES,2702,countryside,2702,I know something about it,I would vote for it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit,medium,yes,edc64316da9707432443c7a4461abe6c,51,data security administrator
2703,1d944790-d983-0133-797b-0a81e8b09a82,31 years old,26_39,Female,yes,Spain,ES,2703,rural,2703,I know something about it,I would probably vote for it,‰Û_ look for a different job,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,medium,yes,7bb15eefb19ed09c59349baad7e8469e,48,database coordinator
2704,e6ee5170-d977-0133-0c96-0a81e8b09a82,2002,14_25,Male,no,Spain,ES,2704,urban,2704,I understand it fully,I would probably vote against it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,medium,no,,0,
2705,8bcd1020-da2e-0133-855f-0a81e8b09a82,32 years old,26_39,Female,yes,Spain,ES,2705,urban,2705,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It increases dependence on the state | It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,high,yes,3833bd699e7afe4665b595f282da0387,12,database development and administration project manager
2706,03c7e2c0-d969-0133-7751-0a81e8b09a82,32 years old,26_39,Female,no,Spain,ES,2706,rural,2706,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,medium,no,,0,
2707,95a88050-dac5-0133-d06d-0a81e8b09a82,49 years old,40_65,Female,yes,Spain,ES,2707,urban,2707,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance | It might encourage people to stop working,medium,no,,0,
2708,bc052cb0-dc70-0133-81e6-0a81e8b09a82,41 years old,40_65,Female,yes,Spain,ES,2708,urban,2708,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,medium,no,,0,
2709,c92c8e10-d974-0133-35a3-0a81e8b09a82,1986,26_39,Male,yes,Spain,ES,2709,rural,2709,I understand it fully,I would vote against it,‰Û_ work less,It creates more equality of opportunity,It might encourage people to stop working,high,yes,02e4c028f64f176de2f54bbc2f5403ce,67,marketing database analyst
2710,631c9470-d95f-0133-7900-0a81e8b09a82,49 years old,40_65,Female,yes,Spain,ES,2710,rural,2710,I have never heard of it,I would probably vote for it,None of the above,It creates more equality of opportunity,Only the people who need it most should get something from the state,,no,,0,
2711,95e3a790-d977-0133-0b8a-0a81e8b09a82,36 years old,26_39,Female,yes,Spain,ES,2711,urban,2711,I understand it fully,I would probably vote for it,‰Û_ work as a freelancer,It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,high,yes,07b7555fa790debaf5b04d1409ad5f11,40,database security administrator
2712,82af1770-dbb3-0133-968b-0a81e8b09a82,44 years old,40_65,Female,yes,Spain,ES,2712,urban,2712,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state,medium,no,,0,
2713,f0257280-d942-0133-c7e9-0a81e8b09a82,55 years old,40_65,Female,yes,Spain,ES,2713,urban,2713,I know something about it,I would probably vote for it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,high,yes,a12a16280e22220f9354333f6fe1b22a,33,geographic information systems data administrator gis data administrator
2714,a5b3c430-dbba-0133-5bb3-0a81e8b09a82,43 years old,40_65,Female,yes,Spain,ES,2714,city,2714,I understand it fully,I would vote against it,‰Û_ look for a different job,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It is impossible to finance | It increases dependence on the state | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,high,yes,77d124811ae6887bd4ff42b0e2b49116,92,data warehouse architect
2715,a25cf460-da47-0133-1456-0a81e8b09a82,42 years old,40_65,Male,no,Spain,ES,2715,urban,2715,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,medium,no,,0,
2716,24fe4730-d8fd-0133-bd68-0a81e8b09a82,1996,14_25,Male,no,Spain,ES,2716,rural,2716,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,,no,,0,
2717,729e00b0-da21-0133-35c8-0a81e8b09a82,54 years old,40_65,Male,yes,Spain,ES,2717,Non-Rural,2717,I understand it fully,I would probably vote for it,None of the above,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,medium,no,,0,
2718,82ce8540-d98d-0133-f357-0a81e8b09a82,52 years old,40_65,Female,no,Spain,ES,2718,urban,2718,I know something about it,I would vote against it,‰Û_ do more volunteering work,It creates more equality of opportunity,It increases dependence on the state,medium,no,,0,
2719,35feb560-db43-0133-885e-0a81e8b09a82,46 years old,40_65,Female,no,Spain,ES,2719,Non-Rural,2719,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state,medium,no,,0,
2720,5c61d620-d8c6-0133-561d-0a81e8b09a82,36 years old,26_39,Male,yes,Spain,ES,2720,urban,2720,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity,None of the above,low,yes,38a15ceadcdd6d4db16a88fa1a72b083,58,data warehouse analyst
2721,1b3bc020-d9bb-0133-b37e-0a81e8b09a82,42 years old,40_65,Female,no,Spain,ES,2721,Non-Rural,2721,I know something about it,I would probably vote for it,None of the above,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,medium,yes,e49986dae76619a3941d280ee14d38ae,73,data miner
2722,502ad100-daeb-0133-8341-0a81e8b09a82,65 years old,40_65,Female,yes,Spain,ES,2722,Non-Rural,2722,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance,low,yes,edc64316da9707432443c7a4461abe6c,51,data security administrator
2723,79901b40-dbc0-0133-d6a5-0a81e8b09a82,65 years old,40_65,Female,no,Spain,ES,2723,urban,2723,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,medium,no,,0,
